d,value
19770318,31.6
19770319,27.8
19770320,33.9
19770321,32.7
19770322,32.3
19770323,36.5
19770324,28.5
19770325,36.7
19770326,51.4
19770327,55.1
19770328,54.6
19770329,55.1
19770330,50.2
19770331,38.2
19770401,38.8
19770402,42.7
19770403,37.5
19770404,34.8
19770405,31.9
19770406,30.2
19770407,43.3
19770408,34.5
19770409,42.3
19770410,63.2
19770411,70.7
19770412,67.4
19770413,66.0
19770414,51.4
19770415,58.6
19770416,67.5
19770417,66.3
19770418,70.4
19770419,67.3
19770420,64.7
19770421,60.7
19770422,53.0
19770423,52.3
19770424,50.1
19770425,47.4
19770426,49.5
19770427,61.1
19770428,46.4
19770429,43.4
19770430,52.7
19770501,60.0
19770502,62.4
19770503,51.7
19770504,56.0
19770505,66.9
19770506,60.5
19770507,50.9
19770508,54.5
19770509,43.3
19770510,49.0
19770511,60.7
19770512,62.8
19770513,71.3
19770514,70.9
19770515,67.4
19770516,73.0
19770517,72.9
19770518,77.0
19770519,76.0
19770520,73.9
19770521,69.3
19770522,72.3
19770523,70.9
19770524,72.4
19770525,73.3
19770526,71.7
19770527,69.2
19770528,69.1
19770529,72.3
19770530,65.6
19770531,64.7
19770601,62.0
19770602,57.5
19770603,58.9
19770604,71.0
19770605,74.4
19770606,66.2
19770607,55.2
19770608,53.0
19770609,52.0
19770610,59.0
19770611,66.1
19770612,59.4
19770613,57.7
19770614,60.5
19770615,63.8
19770616,70.3
19770617,72.4
19770618,71.1
19770619,70.2
19770620,67.2
19770621,63.8
19770622,67.2
19770623,63.9
19770624,72.7
19770625,73.8
19770626,75.0
19770627,77.7
19770628,76.2
19770629,69.3
19770630,69.9
19770701,67.4
19770702,69.0
19770703,72.9
19770704,83.9
19770705,84.6
19770706,86.0
19770707,76.4
19770708,78.2
19770709,69.5
19770710,64.0
19770711,73.3
19770712,79.5
19770713,72.2
19770714,84.5
19770715,83.7
19770716,78.5
19770717,73.5
19770718,73.7
19770719,82.2
19770720,84.0
19770721,76.1
19770722,66.8
19770723,68.7
19770724,73.1
19770725,71.3
19770726,61.3
19770727,64.2
19770728,67.6
19770729,74.6
19770730,71.1
19770731,74.7
19770801,65.6
19770802,68.7
19770803,67.7
19770804,66.8
19770805,69.8
19770806,66.6
19770807,73.9
19770808,73.5
19770809,67.7
19770810,70.6
19770811,65.0
19770812,61.3
19770813,67.0
19770814,61.0
19770815,61.7
19770816,67.5
19770817,61.5
19770818,55.3
19770819,57.9
19770820,56.2
19770821,61.8
19770822,60.6
19770823,59.4
19770824,54.2
19770825,56.5
19770826,67.6
19770827,79.4
19770828,73.5
19770829,64.3
19770830,63.4
19770831,74.3
19770901,70.6
19770902,64.9
19770903,59.9
19770904,66.9
19770905,67.5
19770906,64.0
19770907,67.0
19770908,59.4
19770909,69.6
19770910,59.0
19770911,56.1
19770912,57.8
19770913,58.1
19770914,56.0
19770915,53.9
19770916,58.4
19770917,61.4
19770918,66.7
19770919,62.7
19770920,51.9
19770921,52.6
19770922,55.5
19770923,58.2
19770924,64.4
19770925,62.0
19770926,58.6
19770927,55.8
19770928,57.0
19770929,56.6
19770930,55.5
19771001,51.1
19771002,47.9
19771003,47.7
19771004,48.2
19771005,55.2
19771006,46.0
19771007,40.9
19771008,45.7
19771009,45.6
19771010,48.5
19771011,41.4
19771012,43.0
19771013,40.2
19771014,47.8
19771015,48.7
19771016,38.4
19771017,43.6
19771018,49.4
19771019,48.5
19771020,46.5
19771021,52.2
19771022,48.9
19771023,44.7
19771024,48.2
19771025,56.5
19771026,50.2
19771027,50.9
19771028,45.0
19771029,48.3
19771030,47.2
19771031,50.7
19771101,54.5
19771102,53.9
19771103,57.6
19771104,45.8
19771105,42.6
19771106,50.0
19771107,51.8
19771108,55.3
19771109,56.7
19771110,34.0
19771111,32.2
19771112,26.9
19771113,27.3
19771114,37.5
19771115,43.2
19771116,42.6
19771117,35.5
19771118,35.0
19771119,30.0
19771120,45.2
19771121,26.5
19771122,21.7
19771123,30.2
19771124,26.8
19771125,15.1
19771126,3.9
19771127,16.0
19771128,15.2
19771129,12.9
19771130,16.9
19771201,28.5
19771202,26.0
19771203,11.1
19771204,7.5
19771205,25.6
19771206,8.3
19771207,2.1
19771208,12.8
19771209,1.5
19771212,26.2
19771213,35.9
19771214,33.3
19771215,31.9
19771216,35.6
19771217,42.9
19771218,38.3
19771219,34.9
19771220,29.7
19771221,26.9
19771222,20.5
19771223,28.3
19771224,23.2
19771225,5.5
19771226,0.1
19771228,13.4
19771229,19.7
19771230,20.7
19771231,23.1
19780101,21.2
19780102,4.0
19780103,7.3
19780104,17.1
19780105,18.2
19780106,31.1
19780107,33.7
19780108,18.0
19780112,5.2
19780113,15.0
19780114,14.8
19780115,7.0
19780116,6.4
19780117,8.7
19780118,7.0
19780119,15.5
19780120,15.7
19780121,11.2
19780122,8.1
19780123,19.8
19780124,25.0
19780125,9.8
19780126,16.9
19780127,8.6
19780128,9.2
19780129,4.6
19780130,0.7
19780131,7.5
19780201,8.4
19780202,4.0
19780203,6.7
19780204,5.8
19780205,13.9
19780206,4.9
19780207,8.5
19780208,16.6
19780209,17.8
19780210,7.5
19780211,13.4
19780212,20.9
19780213,20.9
19780214,14.8
19780215,15.6
19780216,9.5
19780217,8.2
19780218,10.3
19780219,7.1
19780220,12.6
19780221,12.8
19780222,8.3
19780223,20.0
19780224,28.4
19780225,30.9
19780226,20.4
19780227,16.1
19780228,22.3
19780301,13.4
19780302,10.8
19780303,18.5
19780304,9.8
19780305,9.1
19780306,20.4
19780307,18.6
19780308,19.1
19780309,20.6
19780310,27.6
19780311,37.1
19780312,34.0
19780313,33.3
19780314,35.0
19780315,34.5
19780316,29.0
19780317,24.8
19780318,26.1
19780319,37.1
19780320,33.5
19780321,39.7
19780322,41.3
19780323,36.9
19780324,27.0
19780325,27.3
19780326,31.2
19780327,32.9
19780328,46.2
19780329,39.2
19780330,41.4
19780331,55.0
19780401,54.6
19780402,31.4
19780403,37.9
19780404,46.1
19780405,42.0
19780406,45.9
19780407,52.6
19780408,39.8
19780409,43.0
19780410,47.5
19780411,42.8
19780412,47.8
19780413,43.1
19780414,42.9
19780415,41.7
19780416,39.9
19780417,38.8
19780418,41.7
19780419,41.8
19780420,36.9
19780421,37.5
19780422,41.3
19780423,47.9
19780424,48.9
19780425,48.3
19780426,47.3
19780427,50.8
19780428,57.5
19780429,58.5
19780430,42.8
19780501,39.1
19780502,44.1
19780503,49.8
19780504,47.4
19780505,46.0
19780506,46.8
19780507,49.6
19780508,54.1
19780509,51.7
19780510,55.1
19780511,66.2
19780512,66.3
19780513,48.3
19780514,43.8
19780515,51.7
19780516,55.8
19780517,56.6
19780518,63.2
19780519,66.6
19780520,68.7
19780521,55.2
19780522,54.8
19780523,59.6
19780524,65.4
19780525,68.4
19780526,77.3
19780527,78.4
19780528,73.1
19780529,73.2
19780530,69.0
19780531,67.8
19780601,69.1
19780602,59.1
19780603,57.1
19780604,62.5
19780605,63.5
19780606,68.3
19780607,69.5
19780608,55.9
19780609,62.8
19780610,64.5
19780611,75.5
19780612,72.3
19780613,57.8
19780614,55.5
19780615,64.1
19780616,67.6
19780617,68.9
19780618,69.0
19780619,65.3
19780620,67.3
19780621,62.2
19780622,62.8
19780623,64.0
19780624,68.5
19780625,71.5
19780626,77.1
19780627,77.8
19780628,73.4
19780629,75.8
19780630,73.9
19780701,69.5
19780702,65.8
19780703,64.8
19780704,70.5
19780705,72.5
19780706,77.5
19780707,75.2
19780708,69.7
19780709,71.7
19780710,64.1
19780711,61.9
19780712,63.7
19780713,73.0
19780714,69.9
19780715,75.0
19780716,70.4
19780717,74.3
19780718,77.3
19780719,79.6
19780720,77.0
19780721,66.7
19780722,76.3
19780723,67.0
19780724,68.4
19780725,70.2
19780726,74.8
19780727,70.6
19780728,65.2
19780729,71.8
19780730,58.4
19780731,64.2
19780801,65.4
19780802,72.3
19780803,63.0
19780804,59.4
19780805,62.7
19780806,68.8
19780807,68.7
19780808,74.9
19780809,72.5
19780810,65.7
19780811,68.2
19780812,72.2
19780813,74.3
19780814,76.9
19780815,78.5
19780816,71.5
19780817,70.5
19780818,75.8
19780819,69.3
19780820,62.6
19780821,64.4
19780822,70.2
19780823,77.3
19780824,78.3
19780825,68.4
19780826,71.0
19780827,71.3
19780828,71.8
19780829,67.1
19780830,64.5
19780831,64.3
19780901,69.4
19780902,70.7
19780903,72.5
19780904,63.7
19780905,70.5
19780906,73.3
19780907,74.4
19780908,80.8
19780909,75.0
19780910,74.5
19780911,74.9
19780912,65.3
19780913,58.4
19780914,65.3
19780915,62.6
19780916,60.5
19780917,59.3
19780918,63.6
19780919,72.4
19780920,65.2
19780921,55.0
19780922,50.4
19780923,53.9
19780924,59.7
19780925,53.2
19780926,56.2
19780927,59.3
19780928,48.0
19780929,54.2
19780930,57.1
19781001,53.6
19781002,55.4
19781003,55.7
19781004,49.5
19781005,51.1
19781006,47.1
19781007,41.2
19781008,39.2
19781009,49.0
19781010,55.5
19781011,54.0
19781012,52.2
19781013,43.1
19781014,37.0
19781015,38.9
19781016,41.2
19781017,38.9
19781018,44.2
19781019,44.5
19781020,48.1
19781021,59.4
19781022,56.7
19781023,43.2
19781024,40.2
19781025,49.7
19781026,42.7
19781027,46.1
19781028,39.7
19781029,43.3
19781030,50.5
19781031,46.0
19781101,36.1
19781102,48.1
19781103,49.9
19781104,55.9
19781105,51.0
19781106,44.5
19781107,33.6
19781108,42.0
19781109,47.1
19781110,44.5
19781111,41.5
19781112,32.1
19781113,45.0
19781114,32.9
19781115,28.4
19781116,25.2
19781117,37.0
19781118,35.6
19781119,24.3
19781120,19.2
19781121,19.3
19781122,21.4
19781123,31.1
19781124,27.5
19781125,22.6
19781126,25.3
19781127,28.9
19781128,20.0
19781129,28.5
19781130,12.2
19781201,18.7
19781202,10.6
19781203,26.8
19781204,15.6
19781205,31.0
19781206,20.5
19781207,10.0
19781208,10.0
19781209,5.4
19781211,18.9
19781212,32.7
19781213,28.4
19781214,24.4
19781215,33.9
19781216,28.6
19781217,26.3
19781218,26.6
19781219,29.3
19781220,32.9
19781221,23.5
19781222,29.9
19781223,29.2
19781224,30.7
19781225,14.9
19781226,13.8
19781227,10.8
19781228,20.7
19781229,29.3
19781230,24.3
19781231,13.8
19790101,12.8
19790107,0.7
19790109,8.2
19790112,9.3
19790113,16.3
19790114,4.9
19790117,14.3
19790118,2.1
19790119,18.9
19790120,25.8
19790121,24.8
19790122,21.7
19790123,25.1
19790124,17.6
19790125,9.5
19790126,10.5
19790127,23.7
19790128,27.2
19790129,24.1
19790130,12.3
19790131,15.8
19790201,6.7
19790202,13.6
19790203,9.2
19790204,2.4
19790206,7.4
19790207,11.0
19790210,1.8
19790211,11.1
19790212,18.0
19790213,13.8
19790214,20.2
19790215,23.0
19790216,12.5
19790218,9.5
19790219,1.4
19790220,20.6
19790221,33.4
19790222,25.0
19790223,37.5
19790224,24.5
19790225,16.5
19790226,16.3
19790227,19.2
19790228,26.4
19790301,35.5
19790302,30.7
19790303,36.2
19790304,36.2
19790305,30.8
19790306,29.8
19790307,34.1
19790308,32.6
19790309,34.7
19790310,13.8
19790311,13.7
19790312,24.2
19790313,37.0
19790314,28.8
19790315,16.3
19790316,27.3
19790317,34.6
19790318,42.9
19790319,48.3
19790320,41.9
19790321,38.7
19790322,41.7
19790323,48.4
19790324,28.5
19790325,19.9
19790326,19.5
19790327,21.7
19790328,34.3
19790329,40.9
19790330,49.3
19790331,39.1
19790401,34.0
19790402,33.4
19790403,32.3
19790404,36.5
19790405,35.9
19790406,20.0
19790407,28.1
19790408,32.8
19790409,32.1
19790410,33.4
19790411,35.7
19790412,50.3
19790413,49.4
19790414,42.3
19790415,44.4
19790416,42.4
19790417,47.3
19790418,49.8
19790419,50.7
19790420,57.1
19790421,53.8
19790422,53.7
19790423,58.5
19790424,59.0
19790425,62.9
19790426,49.5
19790427,40.6
19790428,39.3
19790429,40.3
19790430,38.7
19790501,41.7
19790502,49.1
19790503,49.6
19790504,46.3
19790505,48.9
19790506,57.6
19790507,64.5
19790508,72.0
19790509,74.1
19790510,74.3
19790511,62.2
19790512,49.0
19790513,51.9
19790514,57.4
19790515,55.1
19790516,51.6
19790517,64.8
19790518,68.7
19790519,62.6
19790520,59.3
19790521,49.5
19790522,51.0
19790523,51.5
19790524,51.1
19790525,53.0
19790526,54.1
19790527,57.6
19790528,60.4
19790529,66.1
19790530,61.2
19790531,62.9
19790601,63.4
19790602,67.1
19790603,70.0
19790604,72.5
19790605,62.7
19790606,62.1
19790607,73.5
19790608,69.9
19790609,66.3
19790610,62.1
19790611,62.3
19790612,62.5
19790613,63.2
19790614,69.5
19790615,77.6
19790616,76.9
19790617,69.9
19790618,58.3
19790619,63.4
19790620,74.5
19790621,73.1
19790622,63.5
19790623,57.0
19790624,58.0
19790625,58.4
19790626,67.8
19790627,71.8
19790628,68.0
19790629,65.0
19790630,66.1
19790701,64.3
19790702,66.2
19790703,69.8
19790704,64.5
19790705,60.6
19790706,62.4
19790707,65.3
19790708,68.5
19790709,68.8
19790710,75.0
19790711,71.5
19790712,75.1
19790713,75.5
19790714,75.1
19790715,73.8
19790716,68.4
19790717,64.1
19790718,63.6
19790719,67.8
19790720,69.5
19790721,69.2
19790722,71.1
19790723,76.5
19790724,75.6
19790725,72.6
19790726,70.0
19790727,73.4
19790728,69.4
19790729,69.7
19790730,74.0
19790731,70.9
19790801,63.7
19790802,66.8
19790803,71.7
19790804,74.6
19790805,69.7
19790806,67.6
19790807,79.5
19790808,70.8
19790809,69.4
19790810,72.2
19790811,59.7
19790812,59.1
19790813,62.4
19790814,57.7
19790815,52.6
19790816,53.2
19790817,62.8
19790818,69.5
19790819,67.5
19790820,68.1
19790821,67.8
19790822,69.8
19790823,68.0
19790824,60.5
19790825,62.5
19790826,65.6
19790827,66.6
19790828,64.1
19790829,69.8
19790830,73.0
19790831,72.4
19790901,74.7
19790902,73.7
19790903,63.4
19790904,61.5
19790905,68.2
19790906,71.0
19790907,54.7
19790908,55.9
19790909,60.7
19790910,69.4
19790911,64.6
19790912,68.8
19790913,62.7
19790914,51.3
19790915,55.3
19790916,57.8
19790917,61.4
19790918,65.1
19790919,51.8
19790920,60.3
19790921,58.0
19790922,49.5
19790923,50.8
19790924,56.0
19790925,57.3
19790926,59.9
19790927,62.5
19790928,64.2
19790929,61.7
19790930,60.3
19791001,50.9
19791002,53.5
19791003,50.5
19791004,44.6
19791005,41.2
19791006,45.8
19791007,44.6
19791008,51.1
19791009,42.5
19791010,40.6
19791011,43.9
19791012,39.9
19791013,37.9
19791014,36.3
19791015,45.7
19791016,52.7
19791017,47.5
19791018,48.7
19791019,61.4
19791020,65.3
19791021,72.1
19791022,58.2
19791023,39.7
19791024,37.0
19791025,33.2
19791026,30.3
19791027,45.7
19791028,48.6
19791029,44.9
19791030,50.2
19791031,56.2
19791101,44.7
19791102,37.8
19791103,35.9
19791104,31.7
19791105,43.4
19791106,37.5
19791107,30.1
19791108,32.7
19791109,25.6
19791110,21.8
19791111,19.7
19791112,29.8
19791113,29.4
19791114,24.7
19791115,37.7
19791116,38.6
19791117,47.6
19791118,46.9
19791119,55.8
19791120,43.9
19791121,42.9
19791122,42.0
19791123,37.0
19791124,35.2
19791125,36.8
19791126,38.6
19791127,35.4
19791128,28.6
19791129,25.6
19791130,22.2
19791201,20.5
19791202,18.5
19791203,26.2
19791204,32.7
19791205,43.1
19791206,31.3
19791207,35.5
19791208,23.3
19791209,30.7
19791210,34.3
19791211,44.8
19791212,19.3
19791213,22.0
19791214,22.6
19791215,33.0
19791216,20.8
19791217,4.6
19791218,18.0
19791219,26.9
19791220,25.1
19791221,32.4
19791222,39.6
19791223,45.1
19791224,37.2
19791225,31.9
19791226,25.8
19791227,28.2
19791228,25.5
19791229,26.3
19791230,26.2
19791231,26.6
19800101,26.1
19800102,21.4
19800103,22.9
19800104,22.2
19800105,17.9
19800106,21.3
19800107,11.4
19800108,2.2
19800110,13.9
19800111,32.4
19800112,9.1
19800113,26.2
19800114,25.9
19800115,32.3
19800116,38.1
19800117,36.7
19800118,30.6
19800119,21.9
19800120,19.8
19800121,22.3
19800122,26.0
19800123,7.8
19800124,11.0
19800125,18.2
19800126,3.6
19800128,1.3
19800129,1.1
19800130,4.8
19800131,7.2
19800201,4.5
19800202,3.9
19800203,6.4
19800204,3.6
19800205,16.6
19800206,21.0
19800207,6.4
19800208,9.1
19800209,13.3
19800210,10.8
19800211,14.7
19800212,11.5
19800213,17.4
19800214,20.2
19800215,19.6
19800216,10.5
19800217,4.3
19800218,14.5
19800219,30.7
19800220,35.2
19800221,35.4
19800222,33.7
19800223,33.4
19800224,28.4
19800225,20.0
19800226,9.7
19800227,22.3
19800228,19.4
19800229,5.3
19800301,8.0
19800302,9.3
19800303,20.2
19800304,26.6
19800305,21.0
19800306,9.3
19800307,15.0
19800308,24.9
19800309,23.8
19800310,29.2
19800311,13.5
19800312,18.3
19800313,24.4
19800314,26.9
19800315,31.0
19800316,42.1
19800317,36.3
19800318,33.2
19800319,42.1
19800320,40.9
19800321,34.0
19800322,27.9
19800323,32.0
19800324,31.9
19800325,27.5
19800326,30.9
19800327,36.4
19800328,37.8
19800329,36.9
19800330,36.1
19800331,41.4
19800401,37.3
19800402,44.1
19800403,37.4
19800404,38.0
19800405,44.4
19800406,47.7
19800407,53.1
19800408,47.7
19800409,35.4
19800410,33.9
19800411,37.9
19800412,38.1
19800413,33.6
19800414,31.2
19800415,37.6
19800416,37.2
19800417,45.3
19800418,54.9
19800419,58.2
19800420,58.3
19800421,61.8
19800422,71.4
19800423,58.5
19800424,37.7
19800425,40.7
19800426,40.5
19800427,53.0
19800428,46.9
19800429,47.3
19800430,51.8
19800501,58.5
19800502,58.5
19800503,62.4
19800504,66.1
19800505,69.5
19800506,55.3
19800507,40.2
19800508,42.9
19800509,45.2
19800510,52.3
19800511,51.1
19800512,52.2
19800513,45.9
19800514,47.3
19800515,49.8
19800516,48.5
19800517,48.2
19800518,49.8
19800519,57.4
19800520,59.6
19800521,65.4
19800522,68.6
19800523,66.0
19800524,67.7
19800525,69.7
19800526,64.3
19800527,66.1
19800528,70.7
19800529,67.6
19800530,70.7
19800531,67.2
19800601,60.1
19800602,62.9
19800603,62.3
19800604,63.2
19800605,63.9
19800606,68.8
19800607,71.6
19800608,58.7
19800609,61.4
19800610,52.4
19800611,59.0
19800612,65.2
19800613,67.6
19800614,73.5
19800615,61.1
19800616,54.6
19800617,60.6
19800618,65.4
19800619,57.0
19800620,61.5
19800621,68.5
19800622,72.3
19800623,73.4
19800624,74.0
19800625,76.9
19800626,80.6
19800627,70.7
19800628,72.9
19800629,68.4
19800630,64.5
19800701,71.2
19800702,68.3
19800703,66.3
19800704,74.1
19800705,76.5
19800706,66.8
19800707,77.7
19800708,79.6
19800709,69.6
19800710,76.7
19800711,80.5
19800712,81.1
19800713,75.2
19800714,79.6
19800715,81.2
19800716,75.9
19800717,75.7
19800718,73.8
19800719,77.5
19800720,79.5
19800721,72.6
19800722,68.0
19800723,67.0
19800724,70.5
19800725,72.5
19800726,63.8
19800727,64.3
19800728,66.6
19800729,75.2
19800730,66.7
19800731,72.9
19800801,75.1
19800802,69.4
19800803,69.8
19800804,72.6
19800805,73.7
19800806,73.2
19800807,72.4
19800808,70.4
19800809,69.1
19800810,68.3
19800811,67.7
19800812,66.6
19800813,65.2
19800814,68.8
19800815,66.4
19800816,57.2
19800817,60.2
19800818,68.2
19800819,75.2
19800820,81.8
19800821,74.6
19800822,68.6
19800823,67.7
19800824,70.5
19800825,71.5
19800826,75.2
19800827,68.5
19800828,66.5
19800829,70.0
19800830,68.7
19800831,67.5
19800901,68.4
19800902,67.8
19800903,67.3
19800904,68.8
19800905,61.9
19800906,65.0
19800907,64.2
19800908,69.4
19800909,69.1
19800910,56.7
19800911,56.9
19800912,61.6
19800913,68.6
19800914,60.2
19800915,55.2
19800916,56.1
19800917,49.9
19800918,55.3
19800919,56.7
19800920,68.2
19800921,67.2
19800922,61.3
19800923,49.8
19800924,50.7
19800925,50.2
19800926,45.2
19800927,55.3
19800928,51.4
19800929,56.6
19800930,59.1
19801001,59.1
19801002,49.8
19801003,39.1
19801004,39.5
19801005,36.6
19801006,48.2
19801007,54.2
19801008,62.5
19801009,51.0
19801010,52.8
19801011,47.2
19801012,40.3
19801013,36.7
19801014,44.5
19801015,44.0
19801016,49.5
19801017,62.0
19801018,46.3
19801019,42.6
19801020,44.8
19801021,47.8
19801022,38.1
19801023,46.9
19801024,47.8
19801025,34.0
19801026,33.0
19801027,26.8
19801028,30.4
19801029,30.1
19801030,36.4
19801031,44.7
19801101,36.7
19801102,33.9
19801103,49.5
19801104,46.3
19801105,37.9
19801106,45.9
19801107,41.3
19801108,38.0
19801109,49.4
19801110,35.8
19801111,26.0
19801112,36.7
19801113,47.2
19801114,33.2
19801115,30.9
19801116,26.6
19801117,27.5
19801118,26.4
19801119,30.9
19801120,31.9
19801121,35.8
19801122,38.1
19801123,37.2
19801124,30.5
19801125,25.9
19801126,29.1
19801127,31.6
19801128,32.9
19801129,33.3
19801130,37.4
19801201,35.2
19801202,23.6
19801203,12.5
19801204,23.9
19801205,34.1
19801206,40.0
19801207,41.5
19801208,35.8
19801209,24.1
19801210,22.6
19801211,11.1
19801212,28.5
19801213,28.1
19801214,24.0
19801215,22.6
19801216,25.5
19801217,27.0
19801218,30.7
19801219,7.9
19801220,3.6
19801221,11.8
19801222,21.1
19801223,28.2
19801224,18.7
19801225,1.9
19801226,15.7
19801227,15.5
19801228,26.9
19801229,32.0
19801230,29.5
19801231,32.1
19810101,28.9
19810102,17.8
19810103,8.9
19810105,4.7
19810106,24.2
19810107,9.3
19810108,5.8
19810109,13.0
19810110,5.7
19810111,7.7
19810112,14.5
19810113,20.7
19810114,23.3
19810115,21.3
19810116,16.5
19810117,14.7
19810118,33.5
19810119,33.8
19810120,28.4
19810121,28.0
19810122,33.1
19810123,32.9
19810124,34.8
19810125,39.8
19810126,37.8
19810127,30.7
19810128,19.1
19810129,14.6
19810130,14.3
19810131,18.7
19810201,29.1
19810202,7.8
19810204,3.8
19810205,6.3
19810206,22.6
19810207,25.8
19810208,12.5
19810209,13.0
19810210,12.4
19810212,0.7
19810213,16.0
19810214,29.1
19810215,35.4
19810216,43.8
19810217,44.9
19810218,48.4
19810219,43.6
19810220,35.1
19810221,35.9
19810222,40.9
19810223,37.1
19810224,37.8
19810225,32.5
19810226,30.2
19810227,32.6
19810228,38.7
19810301,32.8
19810302,29.1
19810303,23.1
19810304,36.6
19810305,29.7
19810306,26.9
19810307,25.0
19810308,29.7
19810309,34.7
19810310,36.0
19810311,31.5
19810312,41.4
19810313,37.0
19810314,32.8
19810315,47.5
19810316,31.0
19810317,36.0
19810318,26.9
19810319,26.8
19810320,34.1
19810321,33.0
19810322,34.2
19810323,39.6
19810324,39.6
19810325,38.9
19810326,46.9
19810327,40.9
19810328,51.7
19810329,59.3
19810330,54.0
19810331,52.5
19810401,50.8
19810402,49.5
19810403,61.6
19810404,52.8
19810405,35.9
19810406,37.9
19810407,53.3
19810408,51.2
19810409,46.5
19810410,55.0
19810411,58.8
19810412,48.8
19810413,50.3
19810414,48.4
19810415,41.2
19810416,48.1
19810417,60.6
19810418,53.2
19810419,48.0
19810420,38.7
19810421,37.4
19810422,51.6
19810423,49.3
19810424,41.7
19810425,43.9
19810426,51.1
19810427,56.6
19810428,52.1
19810429,47.1
19810430,48.3
19810501,46.2
19810502,46.6
19810503,59.8
19810504,62.1
19810505,58.3
19810506,45.5
19810507,44.8
19810508,47.0
19810509,55.5
19810510,41.0
19810511,45.2
19810512,46.6
19810513,53.2
19810514,52.0
19810515,55.3
19810516,60.3
19810517,53.0
19810518,50.9
19810519,53.2
19810520,56.1
19810521,62.7
19810522,64.3
19810523,68.2
19810524,67.7
19810525,61.4
19810526,61.8
19810527,64.7
19810528,61.9
19810529,70.8
19810530,65.5
19810531,58.8
19810601,66.3
19810602,67.3
19810603,68.9
19810604,62.2
19810605,70.8
19810606,73.4
19810607,68.8
19810608,72.0
19810609,59.0
19810610,65.0
19810611,66.6
19810612,71.9
19810613,73.9
19810614,81.3
19810615,75.8
19810616,64.6
19810617,63.7
19810618,71.1
19810619,66.6
19810620,62.6
19810621,61.3
19810622,61.0
19810623,64.0
19810624,69.7
19810625,69.7
19810626,63.8
19810627,65.7
19810628,73.7
19810629,77.7
19810630,72.9
19810701,66.3
19810702,70.5
19810703,71.1
19810704,72.8
19810705,74.6
19810706,74.6
19810707,76.9
19810708,80.8
19810709,79.6
19810710,71.3
19810711,70.1
19810712,78.0
19810713,80.2
19810714,72.7
19810715,66.2
19810716,69.8
19810717,72.9
19810718,72.6
19810719,76.5
19810720,75.3
19810721,66.3
19810722,63.6
19810723,62.8
19810724,67.9
19810725,73.9
19810726,67.1
19810727,61.7
19810728,57.8
19810729,62.2
19810730,67.3
19810731,71.6
19810801,72.3
19810802,71.1
19810803,70.8
19810804,77.4
19810805,70.8
19810806,69.6
19810807,69.1
19810808,69.2
19810809,69.2
19810810,68.4
19810811,65.8
19810812,71.5
19810813,76.7
19810814,70.9
19810815,72.5
19810816,64.0
19810817,59.2
19810818,60.6
19810819,60.9
19810820,62.3
19810821,63.5
19810822,68.6
19810823,69.5
19810824,68.8
19810825,70.4
19810826,70.4
19810827,68.8
19810828,69.3
19810829,68.8
19810830,67.4
19810831,71.8
19810901,68.2
19810902,62.2
19810903,60.7
19810904,60.4
19810905,59.8
19810906,58.1
19810907,61.4
19810908,61.3
19810909,59.7
19810910,71.3
19810911,72.5
19810912,68.7
19810913,64.8
19810914,64.2
19810915,59.4
19810916,51.8
19810917,48.6
19810918,49.5
19810919,59.4
19810920,54.0
19810921,54.6
19810922,50.9
19810923,49.1
19810924,58.5
19810925,58.7
19810926,64.1
19810927,56.4
19810928,48.3
19810929,51.4
19810930,60.4
19811001,51.7
19811002,38.4
19811003,40.4
19811004,51.5
19811005,57.0
19811006,54.6
19811007,46.0
19811008,41.8
19811009,45.4
19811010,51.5
19811011,47.9
19811012,49.8
19811013,55.3
19811014,59.2
19811015,57.7
19811016,46.6
19811017,50.8
19811018,46.2
19811019,37.4
19811020,50.5
19811021,44.2
19811022,39.7
19811023,32.5
19811024,26.9
19811025,38.4
19811026,39.2
19811027,40.8
19811028,42.5
19811029,48.8
19811030,54.2
19811031,56.3
19811101,54.3
19811102,51.4
19811103,49.5
19811104,51.3
19811105,51.4
19811106,42.3
19811107,38.2
19811108,46.1
19811109,30.6
19811110,34.1
19811111,34.6
19811112,33.2
19811113,38.0
19811114,38.3
19811115,42.4
19811116,49.0
19811117,37.5
19811118,37.8
19811119,37.2
19811120,29.6
19811121,23.8
19811122,17.3
19811123,23.5
19811124,32.3
19811125,31.8
19811126,38.4
19811127,33.4
19811128,29.3
19811129,28.0
19811130,27.0
19811201,35.9
19811202,32.3
19811203,25.4
19811204,29.3
19811205,23.0
19811206,27.5
19811207,38.4
19811208,31.6
19811209,24.7
19811210,18.4
19811211,18.8
19811212,19.6
19811213,31.6
19811214,30.5
19811215,13.2
19811216,10.4
19811217,12.5
19811218,9.6
19811219,7.3
19811220,9.7
19811221,27.6
19811222,32.6
19811223,21.8
19811224,23.1
19811225,22.2
19811226,25.1
19811227,25.3
19811228,19.9
19811229,6.3
19811230,16.3
19811231,31.2
19820101,16.6
19820102,17.9
19820103,23.2
19820104,24.6
19820105,15.3
19820106,15.0
19820108,3.4
19820111,0.4
19820112,2.2
19820113,9.8
19820114,7.0
19820115,4.7
19820118,7.1
19820119,16.4
19820120,14.8
19820121,17.4
19820122,17.9
19820123,18.1
19820127,15.7
19820128,25.0
19820129,14.0
19820130,23.3
19820131,11.7
19820201,4.1
19820202,15.4
